DEBUG:root: 0: regs[a:7  ['cpy', 'a', 'b']
DEBUG:root: 4: regs[a:4148, b:2, d:446, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:4148, b:2, d:446, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:4149, b:2, d:446, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:4149, b:2, d:446, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:4149, b:2, d:446, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:4150, b:2, d:446, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:4150, b:2, d:446, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:4150, b:2, d:446, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:4150, b:2, d:445, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:4150, b:2, d:445, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:4150, b:2, d:445, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:4151, b:2, d:445, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:4151, b:2, d:445, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:4151, b:2, d:445, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:4152, b:2, d:445, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:4152, b:2, d:445, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:4152, b:2, d:445, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:4152, b:2, d:444, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:4152, b:2, d:444, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:4152, b:2, d:444, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:4153, b:2, d:444, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:4153, b:2, d:444, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:4153, b:2, d:444, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:4154, b:2, d:444, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:4154, b:2, d:444, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:4154, b:2, d:444, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:4154, b:2, d:443, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:4154, b:2, d:443, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:4154, b:2, d:443, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:4155, b:2, d:443, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:4155, b:2, d:443, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:4155, b:2, d:443, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:4156, b:2, d:443, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:4156, b:2, d:443, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:4156, b:2, d:443, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:4156, b:2, d:442, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:4156, b:2, d:442, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:4156, b:2, d:442, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:4157, b:2, d:442, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:4157, b:2, d:442, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:4157, b:2, d:442, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:4158, b:2, d:442, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:4158, b:2, d:442, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:4158, b:2, d:442, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:4158, b:2, d:441, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:4158, b:2, d:441, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:4158, b:2, d:441, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:4159, b:2, d:441, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:4159, b:2, d:441, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:4159, b:2, d:441, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:4160, b:2, d:441, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:4160, b:2, d:441, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:4160, b:2, d:441, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:4160, b:2, d:440, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:4160, b:2, d:440, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:4160, b:2, d:440, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:4161, b:2, d:440, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:4161, b:2, d:440, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:4161, b:2, d:440, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:4162, b:2, d:440, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:4162, b:2, d:440, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:4162, b:2, d:440, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:4162, b:2, d:439, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:4162, b:2, d:439, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:4162, b:2, d:439, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:4163, b:2, d:439, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:4163, b:2, d:439, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:4163, b:2, d:439, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:4164, b:2, d:439, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:4164, b:2, d:439, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:4164, b:2, d:439, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:4164, b:2, d:438, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:4164, b:2, d:438, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:4164, b:2, d:438, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:4165, b:2, d:438, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:4165, b:2, d:438, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:4165, b:2, d:438, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:4166, b:2, d:438, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:4166, b:2, d:438, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:4166, b:2, d:438, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:4166, b:2, d:437, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:4166, b:2, d:437, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:4166, b:2, d:437, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:4167, b:2, d:437, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:4167, b:2, d:437, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:4167, b:2, d:437, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:4168, b:2, d:437, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:4168, b:2, d:437, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:4168, b:2, d:437, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:4168, b:2, d:436, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:4168, b:2, d:436, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:4168, b:2, d:436, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:4169, b:2, d:436, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:4169, b:2, d:436, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:4169, b:2, d:436, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:4170, b:2, d:436, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:4170, b:2, d:436, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:4170, b:2, d:436, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:4170, b:2, d:435, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:4170, b:2, d:435, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:4170, b:2, d:435, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:4171, b:2, d:435, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:4171, b:2, d:435, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:4171, b:2, d:435, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:4172, b:2, d:435, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:4172, b:2, d:435, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:4172, b:2, d:435, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:4172, b:2, d:434, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:4172, b:2, d:434, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:4172, b:2, d:434, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:4173, b:2, d:434, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:4173, b:2, d:434, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:4173, b:2, d:434, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:4174, b:2, d:434, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:4174, b:2, d:434, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:4174, b:2, d:434, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:4174, b:2, d:433, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:4174, b:2, d:433, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:4174, b:2, d:433, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:4175, b:2, d:433, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:4175, b:2, d:433, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:4175, b:2, d:433, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:4176, b:2, d:433, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:4176, b:2, d:433, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:4176, b:2, d:433, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:4176, b:2, d:432, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:4176, b:2, d:432, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:4176, b:2, d:432, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:4177, b:2, d:432, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:4177, b:2, d:432, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:4177, b:2, d:432, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:4178, b:2, d:432, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:4178, b:2, d:432, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:4178, b:2, d:432, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:4178, b:2, d:431, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:4178, b:2, d:431, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:4178, b:2, d:431, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:4179, b:2, d:431, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:4179, b:2, d:431, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:4179, b:2, d:431, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:4180, b:2, d:431, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:4180, b:2, d:431, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:4180, b:2, d:431, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:4180, b:2, d:430, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:4180, b:2, d:430, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:4180, b:2, d:430, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:4181, b:2, d:430, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:4181, b:2, d:430, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:4181, b:2, d:430, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:4182, b:2, d:430, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:4182, b:2, d:430, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:4182, b:2, d:430, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:4182, b:2, d:429, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:4182, b:2, d:429, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:4182, b:2, d:429, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:4183, b:2, d:429, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:4183, b:2, d:429, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:4183, b:2, d:429, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:4184, b:2, d:429, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:4184, b:2, d:429, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:4184, b:2, d:429, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:4184, b:2, d:428, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:4184, b:2, d:428, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:4184, b:2, d:428, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:4185, b:2, d:428, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:4185, b:2, d:428, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:4185, b:2, d:428, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:4186, b:2, d:428, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:4186, b:2, d:428, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:4186, b:2, d:428, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:4186, b:2, d:427, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:4186, b:2, d:427, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:4186, b:2, d:427, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:4187, b:2, d:427, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:4187, b:2, d:427, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:4187, b:2, d:427, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:4188, b:2, d:427, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:4188, b:2, d:427, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:4188, b:2, d:427, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:4188, b:2, d:426, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:4188, b:2, d:426, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:4188, b:2, d:426, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:4189, b:2, d:426, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:4189, b:2, d:426, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:4189, b:2, d:426, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:4190, b:2, d:426, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:4190, b:2, d:426, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:4190, b:2, d:426, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:4190, b:2, d:425, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:4190, b:2, d:425, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:4190, b:2, d:425, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:4191, b:2, d:425, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:4191, b:2, d:425, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:4191, b:2, d:425, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:4192, b:2, d:425, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:4192, b:2, d:425, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:4192, b:2, d:425, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:4192, b:2, d:424, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:4192, b:2, d:424, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:4192, b:2, d:424, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:4193, b:2, d:424, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:4193, b:2, d:424, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:4193, b:2, d:424, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:4194, b:2, d:424, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:4194, b:2, d:424, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:4194, b:2, d:424, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:4194, b:2, d:423, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:4194, b:2, d:423, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:4194, b:2, d:423, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:4195, b:2, d:423, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:4195, b:2, d:423, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:4195, b:2, d:423, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:4196, b:2, d:423, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:4196, b:2, d:423, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:4196, b:2, d:423, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:4196, b:2, d:422, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:4196, b:2, d:422, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:4196, b:2, d:422, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:4197, b:2, d:422, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:4197, b:2, d:422, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:4197, b:2, d:422, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:4198, b:2, d:422, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:4198, b:2, d:422, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:4198, b:2, d:422, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:4198, b:2, d:421, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:4198, b:2, d:421, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:4198, b:2, d:421, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:4199, b:2, d:421, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:4199, b:2, d:421, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:4199, b:2, d:421, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:4200, b:2, d:421, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:4200, b:2, d:421, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:4200, b:2, d:421, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:4200, b:2, d:420, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:4200, b:2, d:420, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:4200, b:2, d:420, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:4201, b:2, d:420, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:4201, b:2, d:420, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:4201, b:2, d:420, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:4202, b:2, d:420, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:4202, b:2, d:420, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:4202, b:2, d:420, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:4202, b:2, d:419, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:4202, b:2, d:419, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:4202, b:2, d:419, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:4203, b:2, d:419, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:4203, b:2, d:419, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:4203, b:2, d:419, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:4204, b:2, d:419, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:4204, b:2, d:419, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:4204, b:2, d:419, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:4204, b:2, d:418, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:4204, b:2, d:418, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:4204, b:2, d:418, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:4205, b:2, d:418, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:4205, b:2, d:418, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:4205, b:2, d:418, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:4206, b:2, d:418, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:4206, b:2, d:418, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:4206, b:2, d:418, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:4206, b:2, d:417, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:4206, b:2, d:417, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:4206, b:2, d:417, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:4207, b:2, d:417, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:4207, b:2, d:417, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:4207, b:2, d:417, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:4208, b:2, d:417, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:4208, b:2, d:417, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:4208, b:2, d:417, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:4208, b:2, d:416, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:4208, b:2, d:416, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:4208, b:2, d:416, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:4209, b:2, d:416, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:4209, b:2, d:416, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:4209, b:2, d:416, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:4210, b:2, d:416, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:4210, b:2, d:416, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:4210, b:2, d:416, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:4210, b:2, d:415, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:4210, b:2, d:415, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:4210, b:2, d:415, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:4211, b:2, d:415, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:4211, b:2, d:415, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:4211, b:2, d:415, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:4212, b:2, d:415, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:4212, b:2, d:415, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:4212, b:2, d:415, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:4212, b:2, d:414, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:4212, b:2, d:414, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:4212, b:2, d:414, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:4213, b:2, d:414, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:4213, b:2, d:414, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:4213, b:2, d:414, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:4214, b:2, d:414, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:4214, b:2, d:414, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:4214, b:2, d:414, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:4214, b:2, d:413, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:4214, b:2, d:413, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:4214, b:2, d:413, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:4215, b:2, d:413, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:4215, b:2, d:413, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:4215, b:2, d:413, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:4216, b:2, d:413, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:4216, b:2, d:413, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:4216, b:2, d:413, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:4216, b:2, d:412, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:4216, b:2, d:412, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:4216, b:2, d:412, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:4217, b:2, d:412, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:4217, b:2, d:412, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:4217, b:2, d:412, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:4218, b:2, d:412, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:4218, b:2, d:412, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:4218, b:2, d:412, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:4218, b:2, d:411, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:4218, b:2, d:411, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:4218, b:2, d:411, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:4219, b:2, d:411, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:4219, b:2, d:411, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:4219, b:2, d:411, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:4220, b:2, d:411, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:4220, b:2, d:411, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:4220, b:2, d:411, c:0  ['dec', 'd']
